input_text,target_text
translate question to dbpedia path: Question: List the total number of board members who share board with Creative commons ? | Entities possibly involved: dbr:Creative_Commons,COUNT >> [VAR1] >> dbo:board >> [ANS] [SEP] [VAR1] >> dbo:board >> dbr:Creative_Commons
translate question to dbpedia path: Question: How many mammals are in the Chordate phylum? | Entities possibly involved: dbr:Chordate,COUNT >> [ANS] >> dbp:phylum >> dbr:Chordate [SEP] [ANS] >> rdf:type >> dbo:Mammal
translate question to dbpedia path: Question: List the battles fought by Roh Tae-woo ? | Entities possibly involved: dbr:Roh_Tae-woo,dbr:Roh_Tae-woo >> dbp:battles >> [ANS]
translate question to dbpedia path: Question: Which genre of books are published by Random House? | Entities possibly involved: dbr:Random_House,[VAR1] >> dbp:publisher >> dbr:Random_House [SEP] [VAR1] >> dbp:subject >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Book
"translate question to dbpedia path: Question: Who is the common manager of Aston Villa 2000-02 season and aldo the manager of Middlesbrough F.C. season 2009-10 | Entities possibly involved: dbr:2009–10_Middlesbrough_F.C._season, dbr:2000–01_Aston_Villa_F.C._season",dbr:2000–01_Aston_Villa_F.C._season >> dbp:name >> [ANS] [SEP] dbr:2009–10_Middlesbrough_F.C._season >> dbo:manager >> [ANS]
"translate question to dbpedia path: Question: Was Ganymede discovered by Galileo Galilei? | Entities possibly involved: dbr:Ganymede_(moon), dbr:Galileo_Galilei",ASK >> dbr:Ganymede_(moon) >> dbp:discoverer >> dbr:Galileo_Galilei
"translate question to dbpedia path: Question: Does the Toyota Verossa have the front engine design platform? | Entities possibly involved: dbr:Toyota_Verossa, dbr:Front-engine_design",ASK >> dbr:Toyota_Verossa >> dbo:automobilePlatform >> dbr:Front-engine_design
translate question to dbpedia path: Question: What are some other products of the banks which makes Postbanken? | Entities possibly involved: dbr:Postbanken,[VAR1] >> dbo:product >> dbr:Postbanken [SEP] [VAR1] >> dbp:products >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bank
translate question to dbpedia path: Question: Who produces the trains operated by the MTR? | Entities possibly involved: dbr:MTR,[VAR1] >> dbo:manufacturer >> [ANS] [SEP] [VAR1] >> dbo:operator >> dbr:MTR [SEP] [VAR1] >> rdf:type >> dbo:Train
translate question to dbpedia path: Question: In which countries can i find some feminist writers? | Entities possibly involved: dbr:Feminism,[VAR1] >> dbo:movement >> dbr:Feminism [SEP] [VAR1] >> dbo:nationality >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Writer
"translate question to dbpedia path: Question: In which teams did anyone who played as a defencemen, play previously? | Entities possibly involved: dbr:Defenceman",[VAR1] >> dbo:formerTeam >> [ANS] [SEP] [VAR1] >> dbp:position >> dbr:Defenceman
translate question to dbpedia path: Question: Who authored the works published in the Jump Square Magazine? | Entities possibly involved: dbr:Jump_Square,[VAR1] >> dbp:author >> [ANS] [SEP] [VAR1] >> dbp:magazine >> dbr:Jump_Square
translate question to dbpedia path: Question: How many things are aired on BBC HD? | Entities possibly involved: dbr:BBC_HD,COUNT >> [ANS] >> dbo:network >> dbr:BBC_HD
"translate question to dbpedia path: Question: Was Mark Twain a character of Mark Twain Tonight? | Entities possibly involved: dbr:Mark_Twain, dbr:Mark_Twain_Tonight",ASK >> dbr:Mark_Twain_Tonight >> dbp:characters >> dbr:Mark_Twain
"translate question to dbpedia path: Question: List bacteria whose order (taxonomy) is Bacillales and domain is Bacteria? | Entities possibly involved: dbr:Bacillales, dbr:Bacteria",[ANS] >> dbo:order >> dbr:Bacillales [SEP] [ANS] >> dbp:domain >> dbr:Bacteria [SEP] [ANS] >> rdf:type >> dbo:Bacteria
translate question to dbpedia path: Question: What are some characters of series produced by Ricky Grevais? | Entities possibly involved: dbr:Ricky_Gervais,[ANS] >> dbo:series >> [VAR1] [SEP] [VAR1] >> dbo:executiveProducer >> dbr:Ricky_Gervais
"translate question to dbpedia path: Question: Is the song Killing is Out, School is in belong in the The Next Step? | Entities possibly involved: dbr:Killing_Is_Out,_School_Is_In, dbr:The_Next_Step_(James_Brown_album)","ASK >> dbr:Killing_Is_Out,_School_Is_In >> dbp:album >> dbr:The_Next_Step_(James_Brown_album)"
translate question to dbpedia path: Question: Count all those whose youth club was managed by Luis Enrique. | Entities possibly involved: dbr:Luis_Enrique_(footballer),COUNT >> [ANS] >> dbp:youthclubs >> [VAR1] [SEP] [VAR1] >> dbp:manager >> dbr:Luis_Enrique_(footballer)
"translate question to dbpedia path: Question: Is camel  of the chordate phylum? | Entities possibly involved: dbr:Camel, dbr:Chordate",ASK >> dbr:Camel >> dbp:phylum >> dbr:Chordate
"translate question to dbpedia path: Question: Whose former teams are Indianapolis Colts and Carolina Panthers? | Entities possibly involved: dbr:Carolina_Panthers, dbr:Indianapolis_Colts",[ANS] >> dbo:formerTeam >> dbr:Carolina_Panthers [SEP] [ANS] >> dbo:formerTeam >> dbr:Indianapolis_Colts
translate question to dbpedia path: Question: In which language is All I need is Your Sweet lovin written ? | Entities possibly involved: dbr:All_I_Need_Is_Your_Sweet_Lovin',dbr:All_I_Need_Is_Your_Sweet_Lovin' >> dbp:language >> [ANS]
"translate question to dbpedia path: Question: Does the merlin express have a hub at the cibano international airport? | Entities possibly involved: dbr:Merlin_Express, dbr:Cibao_International_Airport",ASK >> dbr:Merlin_Express >> dbo:hubAirport >> dbr:Cibao_International_Airport
"translate question to dbpedia path: Question: Was Duanne Allman known to play the Les Paul? | Entities possibly involved: dbr:Duane_Allman, dbr:Gibson_Les_Paul",ASK >> dbr:Duane_Allman >> dbp:notableInstruments >> dbr:Gibson_Les_Paul
"translate question to dbpedia path: Question: What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for? | Entities possibly involved: dbr:Lagos_Preparatory_School, dbr:William_Garne",dbr:Lagos_Preparatory_School >> dbo:sport >> [ANS] [SEP] dbr:William_Garne >> dbo:occupation >> [ANS]
translate question to dbpedia path: Question: What are the beverages whose origin is England? | Entities possibly involved: dbr:England,[ANS] >> dbo:origin >> dbr:England
translate question to dbpedia path: Question: Who is the film star of On Air with Ryan Seacrest ? | Entities possibly involved: dbr:On_Air_with_Ryan_Seacrest,dbr:On_Air_with_Ryan_Seacrest >> dbo:starring >> [ANS]
translate question to dbpedia path: Question: In how many different places does Canal and River Trust own its assets? | Entities possibly involved: dbr:Canal_&_River_Trust,COUNT >> [VAR1] >> dbo:location >> [ANS] [SEP] [VAR1] >> dbo:owner >> dbr:Canal_&_River_Trust
translate question to dbpedia path: Question: Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ? | Entities possibly involved: dbr:Cape_Canaveral_Air_Force_Station,COUNT >> [VAR1] >> dbo:launchSite >> [ANS] [SEP] [VAR1] >> dbo:launchSite >> dbr:Cape_Canaveral_Air_Force_Station
translate question to dbpedia path: Question: Name some comic characters created by Bruce Timm? | Entities possibly involved: dbr:Bruce_Timm,[ANS] >> dbo:creator >> dbr:Bruce_Timm
"translate question to dbpedia path: Question: Which university attended by Franklin W. Olin was also the alma mater of Patty Lin ? | Entities possibly involved: dbr:Franklin_W._Olin, dbr:Patty_Lin",dbr:Franklin_W._Olin >> dbp:education >> [ANS] [SEP] dbr:Patty_Lin >> dbp:almaMater >> [ANS]
translate question to dbpedia path: Question: Count the number of sports played by schools which play hockey ? | Entities possibly involved: dbr:Hockey,COUNT >> [VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbo:sport >> dbr:Hockey
translate question to dbpedia path: Question: List the tomb of the royalties whose burial place is Little Easton ? | Entities possibly involved: dbr:Little_Easton,[VAR1] >> dbp:placeOfBurial >> [ANS] [SEP] [VAR1] >> dbp:placeOfBurial >> dbr:Little_Easton [SEP] [VAR1] >> rdf:type >> dbo:Royalty
translate question to dbpedia path: Question: What are some relatives of the people who fought in Operation Barbarossa? | Entities possibly involved: dbr:Operation_Barbarossa,[VAR1] >> dbo:battle >> dbr:Operation_Barbarossa [SEP] [VAR1] >> dbo:relation >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: Question: How many awards have been given to screenwriters? | Entities possibly involved: dbr:Screenwriter,COUNT >> [VAR1] >> dbp:awards >> [ANS] [SEP] [VAR1] >> dbp:occupation >> dbr:Screenwriter
translate question to dbpedia path: Question: How many software run on operating system is Microsoft Windows? | Entities possibly involved: dbr:Microsoft_Windows,COUNT >> [ANS] >> dbo:operatingSystem >> dbr:Microsoft_Windows [SEP] [ANS] >> rdf:type >> dbo:Software
translate question to dbpedia path: Question: What is the awards given to the horse whose grandson is the famous Counterpoint? | Entities possibly involved: dbr:Counterpoint_(horse),[VAR1] >> dbo:honours >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Horse [SEP] dbr:Counterpoint_(horse) >> dbp:grandsire >> [VAR1]
translate question to dbpedia path: Question: Who won a Norbert Wiener Award for Social and Professional Responsibility? | Entities possibly involved: dbr:Norbert_Wiener_Award_for_Social_and_Professional_Responsibility,[ANS] >> dbp:prizes >> dbr:Norbert_Wiener_Award_for_Social_and_Professional_Responsibility
translate question to dbpedia path: Question: What awards have been given to Screenwriters? | Entities possibly involved: dbr:Screenwriter,[VAR1] >> dbp:awards >> [ANS] [SEP] [VAR1] >> dbp:occupation >> dbr:Screenwriter
translate question to dbpedia path: Question: In which races have Tillingdale's horses participated? | Entities possibly involved: dbr:Tillingdale,[VAR1] >> dbp:owner >> dbr:Tillingdale [SEP] [VAR1] >> dbp:race >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Horse
translate question to dbpedia path: Question: What is the predecessor of the automobile which is the related of Cadillac Fleetwood? | Entities possibly involved: dbr:Cadillac_Fleetwood,[VAR1] >> dbo:predecessor >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Automobile [SEP] dbr:Cadillac_Fleetwood >> dbp:related >> [VAR1]
translate question to dbpedia path: Question: Which country's largest city is Lima? | Entities possibly involved: dbr:Lima,[ANS] >> dbo:largestCity >> dbr:Lima
translate question to dbpedia path: Question: List the institute of Robert hall ? | Entities possibly involved: dbr:Robert_Hall_(economist),dbr:Robert_Hall_(economist) >> dbo:institution >> [ANS]
translate question to dbpedia path: Question: What are the movies whose music is given by Laurie Johnson? | Entities possibly involved: dbr:Laurie_Johnson,[ANS] >> dbp:music >> dbr:Laurie_Johnson [SEP] [ANS] >> rdf:type >> dbo:Film
"translate question to dbpedia path: Question: What appliance Sony made after the success of PlayStation 2? | Entities possibly involved: dbr:PlayStation_2, dbr:Sony",[ANS] >> dbo:manufacturer >> dbr:Sony [SEP] [ANS] >> dbo:predecessor >> dbr:PlayStation_2
"translate question to dbpedia path: Question: Did Paul Weatherwax an editor of Behave Yourself? | Entities possibly involved: dbr:Paul_Weatherwax, dbr:Behave_Yourself!",ASK >> dbr:Behave_Yourself! >> dbp:editing >> dbr:Paul_Weatherwax
"translate question to dbpedia path: Question: does the journal of cancer have the creative commons license? | Entities possibly involved: dbr:Journal_of_Cancer, dbr:Creative_Commons_license",ASK >> dbr:Journal_of_Cancer >> dbp:license >> dbr:Creative_Commons_license
translate question to dbpedia path: Question: What genre of games are made by Blizzard Entertainment studios? | Entities possibly involved: dbr:Blizzard_Entertainment,[VAR1] >> dbo:developer >> dbr:Blizzard_Entertainment [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: Question: Name the series of Doctor Who: Evacuation Earth ? | Entities possibly involved: dbr:Doctor_Who:_Evacuation_Earth,dbr:Doctor_Who:_Evacuation_Earth >> dbo:series >> [ANS]
translate question to dbpedia path: Question: List the awards won by the writer of Face to Face ? | Entities possibly involved: dbr:Face_to_Face_(1976_film),[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:Face_to_Face_(1976_film) >> dbp:writer >> [VAR1]
translate question to dbpedia path: Question: What awards were given to the screenplayer of The Motorcycle Diaries? | Entities possibly involved: dbr:The_Motorcycle_Diaries_(film),[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:The_Motorcycle_Diaries_(film) >> dbp:screenplay >> [VAR1]
"translate question to dbpedia path: Question: Was Jack Ryan a nominee of US Senate? | Entities possibly involved: dbr:Jack_Ryan_(politician), dbr:United_States_Senate",ASK >> dbr:Jack_Ryan_(politician) >> dbo:nominee >> dbr:United_States_Senate
"translate question to dbpedia path: Question: What team did Dan Daoust and Don Ashby play for? | Entities possibly involved: dbr:Dan_Daoust, dbr:Don_Ashby",dbr:Dan_Daoust >> dbo:formerTeam >> [ANS] [SEP] dbr:Don_Ashby >> dbp:playedFor >> [ANS]
translate question to dbpedia path: Question: Name the broadcast area of  Radio Philippines Network ? | Entities possibly involved: dbr:Radio_Philippines_Network,dbr:Radio_Philippines_Network >> dbp:area >> [ANS]
"translate question to dbpedia path: Question: Is my truly truly fair the band of mitch miller? | Entities possibly involved: dbr:My_Truly,_Truly_Fair, dbr:Mitch_Miller","ASK >> dbr:My_Truly,_Truly_Fair >> dbo:musicalBand >> dbr:Mitch_Miller"
translate question to dbpedia path: Question: Which religion is prevalent in the schools of the Ashanti region? | Entities possibly involved: dbr:Ashanti_Region,[VAR1] >> dbp:denomination >> [ANS] [SEP] [VAR1] >> dbp:region >> dbr:Ashanti_Region [SEP] [VAR1] >> rdf:type >> dbo:School
translate question to dbpedia path: Question: How many different mascots are there of the NCAA teams? | Entities possibly involved: dbr:National_Collegiate_Athletic_Association,COUNT >> [VAR1] >> dbp:athletics >> dbr:National_Collegiate_Athletic_Association [SEP] [VAR1] >> dbp:mascot >> [ANS]
translate question to dbpedia path: Question: What are the awrds won by Laemmle Theatres ? | Entities possibly involved: dbr:Laemmle_Theatres,dbr:Laemmle_Theatres >> dbo:service >> [ANS]
"translate question to dbpedia path: Question: Is nintendo in the video games industry? | Entities possibly involved: dbr:Video_game, dbr:Nintendo",ASK >> dbr:Nintendo >> dbp:industry >> dbr:Video_game
"translate question to dbpedia path: Question: Which maintainer of Cheasty Boulevard South is also the city of Soccer Bowl' 76 ? | Entities possibly involved: dbr:Cheasty_Boulevard_South, dbr:Soccer_Bowl_'76",dbr:Cheasty_Boulevard_South >> dbo:maintainedBy >> [ANS] [SEP] dbr:Soccer_Bowl_'76 >> dbo:city >> [ANS]
translate question to dbpedia path: Question: Which driver came first in the 1993 European Grand Prix ? | Entities possibly involved: dbr:1993_European_Grand_Prix,dbr:1993_European_Grand_Prix >> dbp:firstDriver >> [ANS]
translate question to dbpedia path: Question: What is the layout of the cars similar to that of the Subaru Outback? | Entities possibly involved: dbr:Subaru_Outback,[VAR1] >> dbo:layout >> [ANS] [SEP] [VAR1] >> dbo:relatedMeanOfTransportation >> dbr:Subaru_Outback [SEP] [VAR1] >> rdf:type >> dbo:Automobile
translate question to dbpedia path: Question: How many other ingredient are there in the foods whihh have one of the ingredient as Potato ? | Entities possibly involved: dbr:Potato,COUNT >> [VAR1] >> dbo:ingredient >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Potato
translate question to dbpedia path: Question: How many companies have launched their rockets from the Vandenerg Air base? | Entities possibly involved: dbr:Vandenberg_Air_Force_Base,COUNT >> [ANS] >> rdf:type >> dbo:Company [SEP] [VAR1] >> dbo:launchSite >> dbr:Vandenberg_Air_Force_Base [SEP] [VAR1] >> dbo:manufacturer >> [ANS]
translate question to dbpedia path: Question: List the destinations to which the airlines headquartered at the Gatwick Airport fly to? | Entities possibly involved: dbr:Gatwick_Airport,[VAR1] >> dbo:destination >> [ANS] [SEP] [VAR1] >> dbp:headquarters >> dbr:Gatwick_Airport [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path: Question: What are some given names for males? | Entities possibly involved: dbr:Male,[ANS] >> dbo:gender >> dbr:Male
translate question to dbpedia path: Question: The official residence of Sukhumbhand paribatra ? | Entities possibly involved: dbr:Sukhumbhand_Paribatra,dbr:Sukhumbhand_Paribatra >> dbp:residence >> [ANS]
translate question to dbpedia path: Question: Foxconn makes how many things? | Entities possibly involved: dbr:Foxconn,COUNT >> [ANS] >> dbo:manufacturer >> dbr:Foxconn
"translate question to dbpedia path: Question: Do the polet airlines fly to moscow? | Entities possibly involved: dbr:Polet_Airlines, dbr:Moscow",ASK >> dbr:Polet_Airlines >> dbo:targetAirport >> dbr:Moscow
translate question to dbpedia path: Question: In how many nations can I find dishes made of Shallot? | Entities possibly involved: dbr:Shallot,COUNT >> [ANS] >> rdf:type >> dbo:Country [SEP] [VAR1] >> dbo:country >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Shallot
"translate question to dbpedia path: Question: Does Cohoes a junction on the NY State Route 470? | Entities possibly involved: dbr:New_York_State_Route_470, dbr:Cohoes,_New_York","ASK >> dbr:New_York_State_Route_470 >> dbo:routeJunction >> dbr:Cohoes,_New_York"
translate question to dbpedia path: Question: How many other important things have been written by the creator of Stuart Alan Jones? | Entities possibly involved: dbr:Stuart_Alan_Jones,COUNT >> [VAR1] >> dbo:notableWork >> [ANS] [SEP] dbr:Stuart_Alan_Jones >> dbo:creator >> [VAR1]
translate question to dbpedia path: Question: What is the genre of the Band whose home town is County Westmeath? | Entities possibly involved: dbr:County_Westmeath,[VAR1] >> dbo:hometown >> dbr:County_Westmeath [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Band
"translate question to dbpedia path: Question: Whose album is Haiti, I am sorry? | Entities possibly involved: dbr:Haiti_I_Am_Sorry",dbr:Haiti_I_Am_Sorry >> dbo:album >> [ANS]
"translate question to dbpedia path: Question: Is Microsoft office written in C++ | Entities possibly involved: dbr:Microsoft_Office, dbr:C++",ASK >> dbr:Microsoft_Office >> dbp:programmingLanguage >> dbr:C++
translate question to dbpedia path: Question: Name the commanders of military conflicts where Roundhead was one of the commander ? | Entities possibly involved: dbr:Roundhead_(Wyandot),[VAR1] >> dbo:commander >> [ANS] [SEP] [VAR1] >> dbp:commander >> dbr:Roundhead_(Wyandot) [SEP] [VAR1] >> rdf:type >> dbo:MilitaryConflict
translate question to dbpedia path: Question: What are some short story kind of Books? | Entities possibly involved: dbr:Short_story,[ANS] >> dbo:literaryGenre >> dbr:Short_story
translate question to dbpedia path: Question: What are the nicknames of the schools whose color is royal blue? | Entities possibly involved: dbr:Royal_blue,[VAR1] >> dbo:colour >> dbr:Royal_blue [SEP] [VAR1] >> dbp:nickname >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:School
translate question to dbpedia path: Question: What awards did Jos Rivera (playwright) win? | Entities possibly involved: dbr:José_Rivera_(playwright),dbr:José_Rivera_(playwright) >> dbp:awards >> [ANS]
translate question to dbpedia path: Question: Which political figures were awarded Screen Actors Guild Life Achievement Award? | Entities possibly involved: dbr:Screen_Actors_Guild_Life_Achievement_Award,[ANS] >> dbo:award >> dbr:Screen_Actors_Guild_Life_Achievement_Award
translate question to dbpedia path: Question: What are the things whose director of photography died in United States? | Entities possibly involved: dbr:United_States,[ANS] >> dbp:cinematography >> [VAR1] [SEP] [VAR1] >> dbp:deathPlace >> dbr:United_States
translate question to dbpedia path: Question: What are some scientists who have stateless citizenship? | Entities possibly involved: dbr:Statelessness,[ANS] >> dbo:citizenship >> dbr:Statelessness [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Question: What is the protected area whose nearest city is Kenya? | Entities possibly involved: dbr:Kenya,[ANS] >> dbo:nearestCity >> dbr:Kenya [SEP] [ANS] >> rdf:type >> dbo:ProtectedArea
translate question to dbpedia path: Question: Count the nearest city to the historic palce whose one of the nearest city is Wisconsin ? | Entities possibly involved: dbr:Wisconsin,COUNT >> [VAR1] >> dbo:nearestCity >> dbr:Wisconsin [SEP] [VAR1] >> dbp:nearestCity >> [ANS]
translate question to dbpedia path: Question: Give me the total number of commander of the military conflicts whose commander is Roundhead (Wyandot). | Entities possibly involved: dbr:Roundhead_(Wyandot),COUNT >> [VAR1] >> dbo:commander >> [ANS] [SEP] [VAR1] >> dbp:commander >> dbr:Roundhead_(Wyandot)
translate question to dbpedia path: Question: How many places were ruled by Elizabeth II? | Entities possibly involved: dbr:Elizabeth_II,COUNT >> [ANS] >> dbp:leaderName >> dbr:Elizabeth_II [SEP] [ANS] >> rdf:type >> dbo:Place
translate question to dbpedia path: Question: List the interest of the scientists whose one of the field is Chinese poetry ? | Entities possibly involved: dbr:Chinese_poetry,[VAR1] >> dbp:fields >> [ANS] [SEP] [VAR1] >> dbp:fields >> dbr:Chinese_poetry [SEP] [VAR1] >> rdf:type >> dbo:Scientist
"translate question to dbpedia path: Question: Which college of Luke List (golfer) is the alma mater of K. Terry Dornbush | Entities possibly involved: dbr:K._Terry_Dornbush, dbr:Luke_List_(golfer)",dbr:K._Terry_Dornbush >> dbp:almaMater >> [ANS] [SEP] dbr:Luke_List_(golfer) >> dbp:college >> [ANS]
"translate question to dbpedia path: Question: Did Chant Mas originate in West Africa? | Entities possibly involved: dbr:West_Africa, dbr:Chanté_mas",ASK >> dbr:Chanté_mas >> dbo:stylisticOrigin >> dbr:West_Africa
translate question to dbpedia path: Question: Give me a count of bacterias which belongs to Bacilli class? | Entities possibly involved: dbr:Bacilli,COUNT >> [ANS] >> dbo:class >> dbr:Bacilli [SEP] [ANS] >> rdf:type >> dbo:Bacteria
translate question to dbpedia path: Question: How many producers have worked for FremantleMedia productions? | Entities possibly involved: dbr:FremantleMedia,COUNT >> [VAR1] >> dbo:producer >> [ANS] [SEP] [VAR1] >> dbp:company >> dbr:FremantleMedia
"translate question to dbpedia path: Question: Which animator of Tommy Ticker's Tooth is also the director of The Haunted house ? | Entities possibly involved: dbr:Tommy_Tucker's_Tooth, dbr:The_Haunted_House_(1929_film)",dbr:The_Haunted_House_(1929_film) >> dbo:director >> [ANS] [SEP] dbr:Tommy_Tucker's_Tooth >> dbp:animator >> [ANS]
translate question to dbpedia path: Question: How many shows are made by Larry David? | Entities possibly involved: dbr:Larry_David,COUNT >> [ANS] >> dbo:creator >> dbr:Larry_David [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Question: How many architects are there who have made something used by Oakland athletics? | Entities possibly involved: dbr:Oakland_Athletics,COUNT >> [VAR1] >> dbo:tenant >> dbr:Oakland_Athletics [SEP] [VAR1] >> dbp:architect >> [ANS]
translate question to dbpedia path: Question: Where is Ethiopian Parliament Building located ? | Entities possibly involved: dbr:Ethiopian_Parliament_Building,dbr:Ethiopian_Parliament_Building >> dbp:locationCountry >> [ANS]
translate question to dbpedia path: Question: List the awards won by the spouse of Harriet Andersson? | Entities possibly involved: dbr:Harriet_Andersson,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:Harriet_Andersson >> dbo:partner >> [VAR1]
"translate question to dbpedia path: Question: Where are Solidus and Aureus used? | Entities possibly involved: dbr:Aureus, dbr:Solidus_(coin)",[ANS] >> dbo:currency >> dbr:Aureus [SEP] [ANS] >> dbo:currency >> dbr:Solidus_(coin)
translate question to dbpedia path: Question: Which company owns the airlines whose hub is in Dubai? | Entities possibly involved: dbr:Detroit,[VAR1] >> dbp:hubs >> dbr:Detroit [SEP] [VAR1] >> dbp:parent >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path: Question: Who built the Ford Y-block engine ? | Entities possibly involved: dbr:Ford_Y-block_engine,dbr:Ford_Y-block_engine >> dbo:manufacturer >> [ANS]
"translate question to dbpedia path: Question: Does Gibby Haynes play the saxophone? | Entities possibly involved: dbr:Gibby_Haynes, dbr:Saxophone",ASK >> dbr:Gibby_Haynes >> dbp:instrument >> dbr:Saxophone
"translate question to dbpedia path: Question: Is The Orator in the National Archaeological Museum of Florence? | Entities possibly involved: dbr:National_Archaeological_Museum_(Florence), dbr:The_Orator",ASK >> dbr:The_Orator >> dbp:museum >> dbr:National_Archaeological_Museum_(Florence)
translate question to dbpedia path: Question: What is the region of Lumberjack  ? | Entities possibly involved: dbr:Lumberjack_100,dbr:Lumberjack_100 >> dbp:region >> [ANS]
translate question to dbpedia path: Question: How many awards have royal designers for industry awardwinners got? | Entities possibly involved: dbr:Royal_Designers_for_Industry,COUNT >> [ANS] >> rdf:type >> dbo:Award [SEP] [VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:awards >> dbr:Royal_Designers_for_Industry
translate question to dbpedia path: Question: Where is the team of Abdel Boucker located ? | Entities possibly involved: dbr:Abdel_Bouckar,[VAR1] >> dbo:location >> [ANS] [SEP] dbr:Abdel_Bouckar >> dbp:team >> [VAR1]
